word,translation,phonetic,mastered,sentences
"ideological","ADJ. 思想，意识形态，思想上","/ˌaɪdiəˈlɒdʒɪkl/","✗","I have used the term ""liberal solidarity"". It needs to stake out its ideological territory and to debate not only with socialism and conservatism, but with other varieties of liberalism.;Republican ideology had no obvious institutional focus and ideological carrier as was the case with the discourse of reason (the monarchy) and the discourse of law (the parlements).;The cult's ideological substance was the popular digest dubbed by foreigners the Little Red Book or the Bible of Maoism."
"ignorance","NOUN. 无知，愚昧，蒙昧，愚昧无知，一无所知，忽视","/ˈɪɡnərəns/","✗","[H]e speaks a languages that merits not reply, and which can only excite contempt for his prostitute principles, or pity for his ignorance.;She shows total ignorance about the topic at hand.;If he got flamed for his lies or his ignorance, he simply moved to another chat room."
"illuminate","VERB. 照亮，阐明，照明 NOUN. 照射","/ɪˈluːmɪneɪt/","✗","A light that is one foot away from the subject's face will completely illuminate the face, but leave the rest of the body softer and darker.;Hodgson's approach may not illuminate proceedings in Poland and Ukraine but early evidence suggests they will be tough to break down.;February 28 1630, Joseph Hall, The Hypocrite
do ye see an illuminate elder of the anabaptists rapt in divine ecstasies?"
"illustrate","VERB. 说明，举例说明，阐明，演示，阐释","/ˈɪləstreɪt/","✗","We illustrate our definitions by including quotations or simple examples.;Seeds found in a 1630s refuse-filled clay borrow pit, located near an apothecary, illustrate colonists intense interest in experimenting with the medicinal qualities of New World plants.;There have been three famous talkers in Great British, either of whom would illustrate what I say about dogmatists."
"immune","ADJ. 免疫，机体免疫，免疫力，幸免","/ɪˈmjuːn/","✗","As a diplomat, you are immune from prosecution.;Bret Stephens believed that, by virtue of his comfortable position at the New York Times, he ought to be immune from insult or criticism.;I am immune to chicken pox."
"implicit","ADJ. 隐式，内隐，隐含，隐性，隐，含蓄，暗含，内含","/ɪmˈplɪsɪt/","✗","Coordinate term: (when the comparison is implicit) metaphor;He is not only a zealous advocate for pusilanimous and passive obedience, but for the most implicit faith in the dictatorial mandates of power.;You better call the Super if you want your repairs done [the specific superintendent in the implicit context of a specific apartment building; parallel with ""President"" versus ""president""]"
"incendiary","ADJ. 煽动性，燃烧","/ɪnˈsendiəri/","✗","As though on an incendiary rampage, the fires systematically devoured the contents of Edison's headquarters and facilities.;We saw photographs of bodies riddled with pellets from fragmentation bombs or charred by incendiary weapons (besides napalm, the Americans also drop white phosphorus, Thermit, and magnesium on the Vietnamese).;Politics is an incendiary topic; it tends to cause fights to break out."
"incompetent","ADJ. 无能，称职，不济，蹩脚","/ɪnˈkɒmpɪtənt/","✗","Having an incompetent lawyer may be grounds for a retrial, but the lawyer in question probably doesn't know that.;The charged was judged incompetent to stand trial, at least until his medication started working.;The angry captain typified all new sailors as incompetent."
"inconsistency","NOUN. 不一致性，不一致，前后矛盾","/ˌɪnkənˈsɪstənsi/","✗","Jocose flesh-eaters take a malicious delight in pointing out and enumerating to Vegetarians the many animal substances now in common use, and in taunting them with inconsistency in using them.;Lenin's Marxist tendencies were underscored by his beliefs in state capitalism and the inconsistency of socialist democracy with the rule and dictatorship of one individual.;Thus, this is a tricky tip; Port’s inconsistency combined with the higher ladder placing of Adelaide have me leaning the latter’s way."
"incur","VERB. 招致","/ɪnˈkɜː(r)/","✗","2002 I have a major confession to make which will probably incur the wrath of all Trekkies out there. — Trek & Treat, article in The Daily Mirror (UK), Jessica Mellor, Saturday, August 10, 2002, page 44.;[T]he master in his wrath may easily incur worse evil himself than he inflicts—…;Accomplices of a crime or an offence shall incur the same punishment as the authors of such a crime or offence, except when the law will have disposed otherwise."
"indecisive","ADJ. 优柔寡断，举棋不定，犹豫不决，拿不定主意","/ˌɪndɪˈsaɪsɪv/","✗","Whether he believed himself a god, or only took on the attributes of divinity from motives of policy, is a question for the psychologist, since the historical evidence is indecisive.;They were all being very indecisive about what to wear to the party.;The outcome of the race was so indecisive."
"indefensible","ADJ. 理亏，站不住脚，不可原谅","/ˌɪndɪˈfensəbl/","✗","De Toni’s placing the quadrate form in Amphitetras and the sextate in Nothoceratium is of course indefensible.;There was a querulous letter from an ANU international relations academic who thought my idea flawed since the communists would never accept it and the enclave would be indefensible anyway.;""DAE has to let go of scientifically indefensible positions like its claims that its reactors are '100 percent' safe and that the probability of a nuclear accident is one in infinity, i.e., zero."
"ingredient","NOUN. 成分，成份，配料，原料，要素，组成部分，组分","/ɪnˈɡriːdiənt/","✗","Sex was the primary ingredient of the gatherings, which were euphemistically called ""free house parties"".;Tunisians love spicy food and harissa is the main ingredient used to provide the heat.;Harissa is a fiery pepper paste that is used as an ingredient in couscous and grilled dishes or as a condiment served on the side of a Moroccan meal."
"instinct","NOUN. 本能，直觉，本能反应，天性，出于本能","/ˈɪnstɪŋkt/","✗","Many animals fear fire by instinct.;an instinct for order; to be modest by instinct;Debbie's instinct was to distrust John."
"instruction","NOUN. 指令，教学，指导，指示，说明书，授课","/ɪnˈstrʌkʃn/","✗","By this abruption posterity lost more instruction than delight.;Students receive instruction in the arts and sciences.;Instruction will be provided on how to handle difficult customers."
"integration","NOUN. 集成，整合，一体化，融合，积分，综合，结合，一体，融入","/ˌɪntɪˈɡreɪʃn/","✗","The government have done a U-turn and are now supporting greater European integration instead of opposing it.;They can also mock other integration points such as backend, database, or any other external resource.;integration into the city"
"intense","ADJ. 激烈，强烈，紧张，剧烈，强，浓郁，密集","/ɪnˈtens/","✗","intense study    intense thought;The artist was a small, intense man with piercing blue eyes.;Fair Æsthetic (suddenly, and in deepest tones, to Smith, who has just been introduced to take her in to Dinner). ""Are you Intense?"""
"intertwine","X. (使)纠缠，(使)缠绕","/ˌɪntəˈtwaɪn/","✗","These two strands of 15th- and 16th-century art — Italian Renaissance and Netherlandish painting — intertwine in a stunning, multipaneled altarpiece depicting the Last Supper.;It will continue to intertwine all strips among themselves.;The two songs intertwine not just in titles, but in build."
"ironic","ADJ. 讽刺，具有讽刺意味，反讽，反话，讥讽，愤世嫉俗","/aɪˈrɒnɪk/","✗","It's somewhat ironic to have a wave of smog right on Earth Day.;It was ironic I forgot my textbook on human memory.;It's ironic that we are eating a sandwich in Sandwich, Massachusetts."
"junk","NOUN. 垃圾，滥发，旧货，废品，破烂，杂物，垃圾邮件，将军","/dʒʌŋk/","✗","What a piece of junk!;I'm talking about everybody getting crunk, crunk / Boys tryin' to touch my junk, junk / Gonna smack him if he getting too drunk, drunk;Got a spot on the voice, I'm a neo punk / Old ladies cum when I flash my junk"
"kinetic","NOUN. 动力学 ADJ. 动能，运动学","/kɪˈnetɪk/","✗","Sorry it took so long; it's been kind of kinetic around here.;Their enthusiasm and group cohesion helped when things got kinetic.;The total impulse from the impact will depend on the kinetic energy of the projectile."
"knit","ADJ. 针织 VERB. 编织，织，织毛衣 NOUN. 针织物","/nɪt/","✗","to knit a stocking;Nature cannot knit the bones while the parts are under a discharge.;I’ll go skiing again after my bones knit."
"ladder","NOUN. 梯子，阶梯，梯，架梯子，梯形，云梯，天梯，楼梯","/ˈlædə(r)/","✗","Newcastle had won both their previous fixtures in 2011 but were terribly disappointing at Broadhall Way against opponents 73 places below them in the footballing ladder.;You've got a huge ladder in your stockings. I've got a spare pair in my bag, come to the Ladies and you can change.;A good working knowledge of the ladder parts, how they work, their capacities, and proper usage are a must before anyone is sent out to ladder a building."
"lb","NOUN. 磅，磅重","/ˈpaʊnd/","✗","Happy Valley-Goose Bay, LB A0P 1E0;[I was] doing a weight [1 lb. at that time] a week, sometimes more, sometimes less.;As white glass was 6s. the 'seam', containing 24 'weys' (pise, or pondera) of 5 lb., and 2½ lb. was reckoned sufficient to make one foot of glazing, the cost of glass would be 1½d. leaving 2½d. for labour."
"legislature","NOUN. 立法机关，立法会，立法，议会，立","/ˈledʒɪslətʃə(r)/","✗","Were our legislature vested in the person of our prince, he might doubtless wind and turn our constitution at his pleasure.;The army opposed the legislature's involvement.;With revenues down and transfer payments up, the legislature has a full plate."
"leverage","NOUN. 杠杆，杠杆率，杠杆比率，筹码，影响力，负债 VERB. 利用","/ˈliːvərɪdʒ/","✗","A crowbar uses leverage to pry nails out of wood.;Try using competitors’ prices for leverage in the negotiation.;Leverage is great until something goes wrong with your investments and you still have to pay your debts."
"liable","ADJ. 承担责任，可，易","/ˈlaɪəbl/","✗","The surety is liable for the debt of his principal.;This crime is liable to imprisonment for life.;A man liable to heart disease."
"literally","ADV. 从字面上，字面上，字面意思，字面，随便","/ˈlɪtərəli/","✗","When I saw on the news that there would be no school tomorrow because of the snowstorm, I literally jumped for joy, and hit my head on the ceiling fan.;He was so surprised, he literally jumped twenty feet in the air.;My daughter's pet rabbit had babies, and now we've literally got rabbits coming out of our ears."
"loud","ADJ. 响亮，大声，吵，高声，响，吵闹，喧闹，嘈杂，声","/laʊd/","✗","Turn that music down; it's too loud.;What was that? It sounded like a really loud sneeze.;a loud party that went on all night"
"lounge","NOUN. 休息室，酒廊，休息厅，候机室，客厅，休闲，大厅，起居室","/laʊndʒ/","✗","Our lounge strives to maintain an environment of peace for the comfort of our customers.;A new team suite will also be added feating new team locker rooms, a nutrition station, team meeting room, a team lounge and coaches’ offices and conference room.;We lounge over the sciences, dawdle through literature, yawn over politics."
"loyalist","NOUN. 亲信","/ˈlɔɪəlɪst/","✗","When Koxinga, the Ming Dynasty loyalist who drove the Dutch colonists from Taiwan in 1661, ending an occupation that had laster 37 years, Taipei was nonexistent.;Most estimates place one-third of Americans as loyalist, one-third on the fence, to be swayed by whomever was winning, and one-third rebel.;In this sense, a new loyalist aesthetic can also be perceived in simplistic works such as anticommunist literature and melancholic works such as nostalgic fiction and prose."
"loyalty","NOUN. 忠诚，忠诚度，忠心，忠贞，义气，效忠，忠，忠实，忠心耿耿","/ˈlɔɪəlti/","✗","To be a sieve was to lack clinical judgment, courage, and group loyalty all at once.;brand loyalty;He showed loyalty to his local football club after successive relegations."
"makeover","NOUN. 改头换面，改造，化妆，面貌","/ˈmeɪkəʊvə(r)/","✗","That’s why we don’t just need a bailout. We need a reboot. We need a build out. We need a buildup. We need a national makeover.;This room is a mess; it needs a makeover.;Coordinate term: makeover"
"mandatory","ADJ. 强制性，强制，必修，强制执行，硬性，必需","/ˈmændətəri/","✗","This kind of immediate control structure we take to be characteristic of the tribe, and it leads to a rather rigid type of system in which 'every action not mandatory is forbidden'.;Attendance at a school is usually mandatory for children.;It also discusses the access to legal instruments for enforcement with regard to mandatory disclosure of environmental information."
"manifesto","NOUN. 宣言","/ˌmænɪˈfestəʊ/","✗","the Communist Manifesto;A creed is a manifesto of religious or spiritual beliefs.;As a piece of writing, the rambling and often contradictory manifesto has the pathos of the Unabomber manifesto but lacks the ideological coherency."
"manufacture","NOUN. 制造，生产，制作，研制，制造业，加工，制备","/ˌmænjuˈfæktʃə(r)/","✗","Thus, a patented manufacture should be either better in quality or cheaper in cost than that which it is intended to supplant.;Our lawgivers take special pride in the ever active manufacture of new bills and laws.;Scientists are learning how to manufacture sperm and egg cells from other types of cell; others are developing ""alternative"" wombs"
"margin","NOUN. 保证金，边缘，缘，裕度，利润率，边距，边际，利润，幅度，边，差距","/ˈmɑːdʒɪn/","✗","Chelsea will point to that victory margin as confirmation of their superiority - but Spurs will complain their hopes of turning the game around were damaged fatally by Atkinson's decision.;As far as space is concerned, Mary Lamb finds herself at the farthest margin of society - among tramps - when the novel begins.;margin of victory"
"mechanism","NOUN. 机制，机理，机构，机械","/ˈmekənɪzəm/","✗","It is true, the organization of the humane and animal Body, with accommodation to their several functions and offices, is certainly fitted with the most curious and exact Mechanism imaginable;Before Transformer models, the attention mechanism was proposed as a helper for improving conventional DL models such as RNNs.;Historically, all viable frameworks have always provided a mechanism to implement callbacks. C# goes one step further and encapsulates callbacks into callable objects called delegates."
"mental","ADJ. 心理，精神，心智，脑力，精神病，智力","/ˈmentl/","✗","mental acuity;mental science;the distinction between physical things and mental ideas"
"mentorship","NOUN. 商友，学长","/ˈmentəʃɪp/","✗","He landed a pro mentorship gig.;These were not topics I felt were surfaceable in the more formal mentorship structures available to me at the Campus Library.;The project aims to create solutions to social challenges across Africa through technical and management mentorship aimed at promoting business growth for startups across Africa."
"mercenary","ADJ. 雇佣军，佣兵，雇佣兵，唯利是图，惟利是图，佣","/ˈmɜːsənəri/","✗","J. Argyrofylus, a mercenary Greek, who came to teach school in Italy, after the sacking of Constantinople by the Turks, used to maintain that Cicero understood neither Philosophy nor Greek;I have never really been outdoorsy enough to make a mercenary landsknecht, although their immense two-handed swords, flowing moustaches and puffed-silk slashed sleeves take some beating.;These were mostly, but not exclusively, members of the Baluba tribe and had fled the persecution of Munongo's mercenary affreux and their black rank-and-file."
"merit","NOUN. 优点，功德，功绩，可取之处，值得，优异，功","/ˈmerɪt/","✗","His reward for his merit was a check for $50.;to acquire or make merit;At funerals, acts of sharing religious merit are central and relatives of the deceased make merit in order to ensure that the departed family member will have a favourable rebirth."
"metaphor","NOUN. 隐喻，比喻，暗喻，喻","/ˈmetəfə(r)/","✗","Coordinate term: (when the comparison is implicit) metaphor;The next group of computational approaches to metaphor assume that metaphor is basically a hidden analogy.;desktop metaphor; wastebasket metaphor"
"military","ADJ. 军事，军用，军方，军队，军工，军人，军，军费，部队","/ˈmɪlətri/","✗","She was dishonorably discharged from all military duties.;If you join a military force, you may end up killing people.;The only goal pursued by Western defense strategy — to cause the Warsaw Pact to break off an attack — is more military than political in nature."
"millennium","NOUN. 千禧年，千禧，千，世纪之交，黄金时代","/mɪˈleniəm/","✗","the end of the world would be heralded by a series of spectacular and symbolic events […]. According to most commentators, this millennium had already begun.;A huge fireworks display was put on in Sydney to celebrate the millennium.;The end of the 20th century and the start of the new millennium have bore witness to a remarkable revolution in the way parasite/host biological interactions can be conceptually designed and experimentally studied."
"misinformation","NOUN. 误传，误导","/ˌmɪsɪnfəˈmeɪʃn/","✗","My intent is not to criticize an unpublished biology paper, but only to demonstrate the ease with which misinformation can creep into popular literature.;Liara: Although we seek to understand other species, it seems few of them seek to understand us. The galaxy is filled with rumors and misinformation about my people.;Mark Zuckerberg said he regretted dismissing concerns about the Facebook’s role in influencing the US presidential race, his latest acknowledgement that misinformation on the platform has affected elections."
"missile","NOUN. 导弹，枚导弹，飞弹，弹","/ˈmɪsaɪl/","✗","The helicopter was downed by a surface-to-air missile.;That missile is explosive enough to kill hundreds.;Lieutenant Roberts was also severely wounded by a missile, or weapon called an Organ, which is composed of about thirty-six gun barrels so joined as to fire at once."
"moat","NOUN. 护城河，壕沟","/məʊt/","✗","The town wall was surrounded by a moat.;No matter how good your company's product is or how quickly the industry is growing, if there is no moat, competitors will invade your castle and burn it down.;The castle moat should hold the enemy in check."
"mobility","NOUN. 流动性，机动性，流动，导纳，移动，迁移，机动，灵活性","/məʊˈbɪləti/","✗","The final amount of students who have participated to mobility for the period 1995-1999 is held to be around 460 000.;I find the enduring existence of high heels both a frustrating mystery and a testament to the triumph of women’s neuroses over their mobility.;In the late 19th and early 20th century, the festive season was also a period of great mobility before, during and after Christmas Day. But the railways kept working."
"mock","VERB. 嘲笑，嘲弄，取笑，戏弄 ADJ. 模拟，模仿，版面 NOUN. 素","/mɒk/","✗","They can also mock other integration points such as backend, database, or any other external resource.;He got a B in his History mock, but improved to an A in the exam.;‘Mock’ certainly never signifies to loath. Its common signification is, to disappoint."
"moderate","ADJ. 适度，温和，适中，中等，温和派，适量 VERB. 缓和","/ˈmɒdərət/","✗","moderate language;a moderate Calvinist;travelling at a moderate speed"
"moment","NOUN. 时刻，一刻，矩，此刻，瞬间，片刻，刻，目前，时候","/ˈməʊmənt/","✗","Wait a moment, while I lock the front door.;Sophia broke down here. Even at this moment she was subconsciously comparing her rendering of the part of the forlorn bride with Miss Marie Lohr's.;The document in question is of such immense importance that its publication might very easily – I might almost say probably – lead to European complications of the utmost moment."
"monarchy","NOUN. 君主制，君主政体，帝制，君主，王权，王室，皇室，帝王","/ˈmɒnəki/","✗","An absolute monarchy is a monarchy where the monarch is legally the ultimate authority in all temporal matters.;The arms of Upland were a ""golden apple,"" or globe, surrounded with a belt, in allusion to the monarchy.;In ſhort, the Rebellion had been Cruſh'd in the Egg; and One Seaſonable Act of Rigour, had Sav'd the King, the Monarchy, the Church, and the Three Kingdoms."
"monopoly","NOUN. 垄断，专卖，垄断地位，独占，专营","/məˈnɒpəli/","✗","It has jailed environmental activists and is planning to limit the power of judicial oversight by handing a state-approved body a monopoly over bringing environmental lawsuits.;A land monopoly renders its holder(s) nearly almighty in an agricultural society.;Granting monopolies in concession constitutes a market-conform alternative to taxation for the state, while the crown sometimes bestowed a monopoly as an outrageous gift."
"moral","ADJ. 道德，道义，德育，品德，伦理，德，精神 NOUN. 寓意","/ˈmɒrəl/","✗","moral judgments; a moral poem;a moral obligation;a moral action"
"morph","NOUN. 变形","/mɔːf/","✗","But what is this metasubstance that blinks at us from the apex of the morph, and that in Terminator 2 is hyperbolized in the quicksilver substratum of the T-1000?;The Valley is getting downright cosmopolitan, but it’s unlikely the region will ever completely morph into a hip haven.;An empty morph is an interfix if it fulfills all of the following three conditions (Dressier, 1985f)."
"mystique","NOUN. 神秘感，神秘色彩","/mɪˈstiːk/","✗","THE LONDON BRIGHTON & SOUTH COAST RAILWAY. By C. Hamilton Ellis. Ian Allan. 30s. … In an opening chapter entitled ""Portrait"", he ends by asking whether there was a mystique about the L.B. & S.C.;Certain anise-flavored drinks have developed a mystique based on the exotic appearance of louching.;The mystique surrounding Creme de la Mer only continues to grow, as celebrities like Madonna, Courteney Cox Arquette, Heather Locklear, and Sharon Stone have sworn by the ultrarich moisturizer."
"narrative","ADJ. 叙事 NOUN. 叙述，记叙文","/ˈnærətɪv/","✗","the narrative thrust of a film;changing, controlling the narrative;The plot is full of holes, but the narrative is extremely compelling."
"neurological","ADJ. 神经系统，神经，神经科，神经病学，神经内科","/ˌnjʊərəˈlɒdʒɪkl/","✗","Musically, what originally attracted me to dance was its shamanist aspects, using natural magic to change people's neurological states and to psychologically empower them.;She performed appallingly on standard neurological tests, which are, as Sacks perceptively notes, specifically designed to deconstruct the whole person into a stack of 'abilities'.;There is an enormous neurological consequence to mechanorecptor dysfunction, which is related to how these cells are wired into the spinal cord."
"nominate","VERB. 提名，任命","/ˈnɒmɪneɪt/","✗","The patron of the living who had the right to nominate a particular priest might make the choice, but the living was actually granted by the local bishop.;the nominate subspecies;...a certaine Fraction, which may be the difference betwixt a Tone major and a Tone minor, which we nominate a Schism..."
"nominee","NOUN. 候选人提名，候选人，代名，提名，名人","/ˌnɒmɪˈniː/","✗","La La Lander: Golden Globe nominee Emma Stone donned a grey ruffled pencil skirt with a white sheer blouse for the party.;Everyone supported the nominee because she was eminently qualified.;That's the third nominee the Republicans have Borken this season.]"
"nonproductive","ADJ. 非生产性",".nɒnprә'dʌktiv","✗",""
"nonstop","ADJ. 马不停蹄，直达，不停，不间断地，直飞","/nˌɒnstˈɒp/","✗","Nonstop hammer cock, violent mannered shots land a lot;There's a nonstop flight to Mauritius, but I'm not sitting on the same plane for thirteen hours.;He worked nonstop for fourteen hours yesterday, just so he could get today off."
"nuance","NOUN. 细微之处，细微差别，细微","/ˈnjuːɑːns/","✗","Even with the nuance, the vote was a momentous step for a church that has been mired in intrafactional warfare over homosexuality for more than a decade.;If we look at it in this way, the requirement of red-handedness sinks somewhat into the background, and the expression acquires a rather different nuance: furtum manifestum means a clearly-proven theft.;When it came to food, Melissa preferred subtle nuance and lighthanded seasoning."
"obsession","NOUN. 痴迷，执念，迷恋，执迷，困扰，着魔，执着，沉迷，迷惑","/əbˈseʃn/","✗","They should see that a perception of their identification with the Victor of Calvary is absolutely necessary if they are to constantly and victoriously resist the obsession of evil spirits.;Editing Wikipedia started as a hobby, but it's turned into a complete obsession of mine.;That summer marked the beginning of her obsession with cycling."
"obsolete","ADJ. 作废，过时，陈旧，淘汰，废弃，废旧","/ˈɒbsəliːt/","✗","It is speculated that, within a few years, the Internet's speedy delivery of news worldwide will make newspapers obsolete.;Should we develop nonhuman minds that might eventually outnumber, outsmart, obsolete and replace us?;Alternative forms: portemanteau, (obsolete) portmantua"
"obstacle","NOUN. 障碍，障碍物，阻碍，绊脚石","/ˈɒbstəkl/","✗","With that obstacle removed, I am now able to proceed with my plan.;A big obstacle to understanding the manual was that it had been poorly translated from the Japanese.;To prevent anything which may prove an obstacle on the full swing of his genius."
"opaque","ADJ. 不透明，晦涩","/əʊˈpeɪk/","✗","We have agreed that heat is energy to begin with. Light is also a form of energy for when absorbed by any opaque substance it turns completely into heat.;Through this opaque of Nature and of Soul, / This double night, transmit one pitying ray, / To lighten, and to cheer.;Used and discarded Fls–French letters–floated in the slime, little opaque vessels carrying human seed into oblivion."
"optic","NOUN. 视神经，光学，光 ADJ. 光纤，视","/ˈɒptɪk/","✗","The single-imaging optic of the mammalian eye offers some distinct visual advantages.;They pulled up two bar stools and looked around the room as the barman relieved the whisky optic of its contents.;Optic neuritis (or retrobulbar neuritis) is the inflammation of the optic nerve that may cause a complete or partial loss of vision."
"optimism","NOUN. 乐观主义，乐观，乐观情绪，乐观态度，持乐观态度，乐观向上","/ˈɒptɪmɪzəm/","✗","The rescue workers preserved a gleam of optimism that the trapped miners might still survive.;Many of the bedrock assumptions of American culture — about work, progress, fairness and optimism — are being shaken as successive generations worry about the prospect of declining living standards.;I love her youth, her beauty and above all her optimism that everything will turn out fine."
"oration","NOUN. 祭文","/ɔːˈreɪʃn/","✗","Absurdly, he concluded his oration with a song.;a funeral oration; an impassioned oration; to make / deliver / pronounce an oration;1845, Daniel Webster, oration on Justice Joseph Story
Justice is the ligament which holds civilized beings and civilized nations together."
"org","NOUN. 组织","/ɔːɡ/","✗","I saw a lot of vampire flight attendants at the ideal org opening in dc... oh wait... those were sea org uniforms.... lawl;Notes provides your Internet domain name (as it appears in the computer's TCP/IP setup and minus the superdomain (org, net, and so on) component) as a default.;2000, William H. Pearson, Jennifer V. Hines, “Total Syntheses of (+)-Australine and (−)-7-Epialexine”, in J. Org. Chem., volume 65, number 18, pages 5785–5793:"
"orientation","NOUN. 定位，取向，方向，定向，导向，方位，倾向，走向，面向","/ˌɔːriənˈteɪʃn/","✗","So your orientation changes a little bit but it sinks in that the world is a sphere, and you're going around it, sometimes under it, sideways, or over it.;The homing instinct in pigeons is an example of orientation.;Zoophiles, or 'zoos,' are sexually and emotionally attracted to animals, as in a sexual orientation."
"outrage","NOUN. 愤怒，暴行，众怒，愤慨，公愤，义愤，怒火，暴怒，侮辱","/ˈaʊtreɪdʒ/","✗","But your perverse attempts to wring blushes from little baggages in convenient corners outrage my love of Love!;A single thought tamped her outrage: the chance that Meredith wasn't alone in her suspicions.;That, I think, is the buried core of the outrage people feel most generally."
"overdose","NOUN. 过量","/ˈəʊvədəʊs/","✗","to die of a heroin overdose;Be careful not to overdose on those pills.;[…] they knew how to abstain from the overdose of liquor that sets the brain afloat and loosens the tongue."
"pardon","NOUN. 赦免，原谅，特赦，赦，宽恕，饶恕 VERB. 请原谅","/ˈpɑːdn/","✗","Pardon the way that I be talking ’bout the places I be rocking
I love to perform for the people that be clocking;Pardon my French.;Cameron: Pardon my French, but you're an asshole!"
"patriotism","NOUN. 爱国主义，爱国精神，爱国心，爱国主义精神，爱国，爱国热情","/ˈpætriətɪzəm/","✗","An intelligent Socialist movement will use their patriotism, instead of merely insulting it, as hitherto.;Under the guise of patriotism;The inflexible advocate[s] of the people's rights, were either expelled the Senate Chamber, ostracised, or immolated on the reeking altars of patriotism, by the encrimsoned sword of slaughtering persecution."
"pave","VERB. 铺平道路，铺路，铺平，铺，铺垫，铺设","/peɪv/","✗","Under Advance Brazil, the government plans to pave over 7000 kilometres of new Amazonian highways, canalise vast rivers and construct dozens of railways, […];Briefly, a discourse generally consists in some prefatory remarks which pave the way as it were for the enlargement upon which a speaker usually enters when he speaks to any purpose.;That will mean that high street banks will no longer be as profitable, and it would pave the way for remutualisation of a large chunk of the banking sector."
"penicillin","NOUN. 青霉素，盘尼西林","/ˌpenɪˈsɪlɪn/","✓","This Scottish bacteriologist accidentally discovered the antibiotic penicillin after bacteria-killing fungus formed on staphylococci cultures he had left unattended.;He discovered penicillin largely accidentally.;The pharmacist filled my prescription for penicillin."
"perceive","VERB. 感知，察觉，觉察到，觉察，看待","/pəˈsiːv/","✗","Humans and birds can perceive color.;The people are encouraged to perceive their liberation in historic terms and to trust that new events will partake of past glories.;[…] tolerance (Frenkel-Brunswik 1949) for it showed that those persons with the strongest defences against internal conflict, i.e. obsessionals and conversion hysterics, were those least able to perceive the reality-conflicting phenomenon of phi."
"perception","NOUN. 感知，知觉，看法，认知，观感，感性，观念，感受","/pəˈsepʃn/","✗","About a couple of miles out lay an ironclad very low in the water, almost, to my brother's perception, like a water-logged ship. This was the ram Thunder Child.;have perception of time;That interpretation certainly colors my perception of the book."
"perpetrator","NOUN. 罪犯，肇事者，作案","/ˈpɜːpətreɪtə(r)/","✗","The catch of the perpetrator was the product of a year of police work.;The victim was able to enforce his evidence against the alleged perpetrator.;perpetrator of violence"
"perpetual","ADJ. 永续，永久，永恒，永久性，没完没了，永","/pəˈpetʃuəl/","✗","perpetual copyright;There are perpetual requests for changes as new payloads and new demands and modifications are suggested by the users.;By means of artificial hybridization, practised for a series of years, he has succeeded in producing a race of carnations which are perpetual bloomers."
"perspective","NOUN. 视角，透视，角度，角度来看，透视图，视野，观点，前景，展望，看法","/pəˈspektɪv/","✗","Perspective view of the gear, showing important parts: b, beam; bl. belly; br, brail; bt, bating; c cod end, or bag;;a perspective drawing;The present study focusses on the 'other' North American variety of English, Canadian English (CanE) from a diachronic perspective."
"piracy","NOUN. 盗版，海盗，翻版，侵权行为，侵权","/ˈpaɪrəsi/","✗","The Agreement criminalizes end-user piracy and requires Australia to authorize the seizure, forfeiture, and destruction of counterfeit and pirated goods and the equipment used to produce them.;How should the international community respond to Somali piracy?;Some video game consoles use specially designed cartridges to make software piracy more difficult."
"pivot","NOUN. 枢轴，支点，枢纽，透视，轴心，枢 ADJ. 先导","/ˈpɪvət/","✗","There is a special play called “Passing the Star” that allows the jammer to remove her helmet panty and hand it over to the pivot.;The tractive and braking forces are transmitted to the body through a downward projecting pivot pin in the normal way.;to bush a pivot hole"
"plain","NOUN. 平原 ADJ. 纯，平淡，普通，朴素，平，朴实，素，平面","/pleɪn/","✗","He was dressed simply in plain black clothes.;a plain tune;a plain pink polycotton skirt"
"plead","VERB. 申辩，求情，恳求，辩护，恳请，认罪，答辩","/pliːd/","✗","The defendant has decided to plead not guilty.;It is no defence to plead that you were only obeying orders.;I have actioned him for Libel, but he won’t plead, and says he will make himself bankrupt & won’t pay a penny."
"pocket","NOUN. 口袋里，口袋，袖珍，兜里，衣袋里，进口袋里，袋，衣袋，兜","/ˈpɒkɪt/","✗","I paid for it out of my own pocket.;There was, for much of the period, no cheap public transport; and even the Underground, or one of Shillibeer's horse-drawn omnibuses, was beyond the pocket of many of the poor.;The drilling expedition discovered a pocket of natural gas."
"polarization","NOUN. 两极分化，偏振，极化，偏振态，保偏，两极化，偏振光，偏光，分化","/ˌpəʊləraɪˈzeɪʃn/","✗","remanent magnetism; remanent induction; remanent polarization;Polarization is tearing at the seams of democracies around the world, from Brazil and India to Poland and Turkey.;If two of the California honeys, western hyssop and fleabane, having a positive polarization at 200 C. are disregarded, then the remaining..."
"political","ADJ. 政治，政界，政制，政局，政","/pəˈlɪtɪkl/","✗","Political principles are rarely absolute, as political logic holds an imperfect result by compromise is better than a theoretically perfect abstention from the political process in the opposition.;That brief moment after the election four years ago, when many Americans thought Mr. Obama’s election would presage a new, less fractious political era, now seems very much a thing of the past.;Good political staff is hard to find, they may neither be ambitious and corrupted by power nor tempted by private sector careers."
